date,VTI_close,VOO_close,SPY_close,SCHD_close
2000-04-18,,,144.4687,
2000-04-19,,,143.125,
2000-04-20,,,143.8125,
2000-04-24,,,142.25,
2000-04-25,,,148.1562,
2000-04-26,,,146.4843,
2000-04-27,,,146.0,
2000-04-28,,,145.0937,
2000-05-01,,,147.0625,
2000-05-02,,,144.125,
2000-05-03,,,140.75,
2000-05-04,,,141.8125,
2000-05-05,,,143.5312,
2000-05-08,,,142.4531,
2000-05-09,,,141.3125,
2000-05-10,,,138.125,
2000-05-11,,,141.2812,
2000-05-12,,,142.8125,
2000-05-15,,,145.2812,
2000-05-16,,,146.6875,
2000-05-17,,,145.1562,
2000-05-18,,,143.375,
2000-05-19,,,141.125,
2000-05-22,,,140.0625,
2000-05-23,,,138.0,
2000-05-24,,,140.25,
2000-05-25,,,137.8437,
2000-05-26,,,138.0,
2000-05-30,,,142.5,
2000-05-31,,,142.8125,
2000-06-01,,,145.3125,
2000-06-02,,,147.8437,
2000-06-05,,,147.125,
2000-06-06,,,146.4687,
2000-06-07,,,147.4843,
2000-06-08,,,146.9062,
2000-06-09,,,146.5937,
2000-06-12,,,144.875,
2000-06-13,,,147.5937,
2000-06-14,,,147.8437,
2000-06-15,,,148.1562,
2000-06-16,,,146.5937,
2000-06-19,,,148.4687,
2000-06-20,,,147.9375,
2000-06-21,,,147.875,
2000-06-22,,,145.625,
2000-06-23,,,144.375,
2000-06-26,,,146.2343,
2000-06-27,,,145.1562,
2000-06-28,,,145.5625,
2000-06-29,,,144.1875,
2000-06-30,,,145.2812,
2000-07-03,,,147.2812,
2000-07-05,,,144.625,
2000-07-06,,,145.75,
2000-07-07,,,148.0937,
2000-07-10,,,147.8437,
2000-07-11,,,148.1562,
2000-07-12,,,149.125,
2000-07-13,,,149.7812,
2000-07-14,,,151.25,
2000-07-17,,,151.0,
2000-07-18,,,149.7656,
2000-07-19,,,148.5625,
2000-07-20,,,150.625,
2000-07-21,,,147.6875,
2000-07-24,,,146.8437,
2000-07-25,,,147.3125,
2000-07-26,,,145.875,
2000-07-27,,,145.375,
2000-07-28,,,142.0937,
2000-07-31,,,143.0,
2000-08-01,,,143.875,
2000-08-02,,,144.5937,
2000-08-03,,,145.5937,
2000-08-04,,,146.375,
2000-08-07,,,148.125,
2000-08-08,,,148.6875,
2000-08-09,,,147.4375,
2000-08-10,,,146.7187,
2000-08-11,,,147.4062,
2000-08-14,,,149.2812,
2000-08-15,,,149.1562,
2000-08-16,,,148.625,
2000-08-17,,,150.1875,
2000-08-18,,,149.6875,
2000-08-21,,,150.5,
2000-08-22,,,150.25,
2000-08-23,,,150.8437,
2000-08-24,,,151.3125,
2000-08-25,,,151.25,
2000-08-28,,,151.7656,
2000-08-29,,,151.7968,
2000-08-30,,,150.3437,
2000-08-31,,,152.3437,
2000-09-01,,,152.5,
2000-09-05,,,151.2812,
2000-09-06,,,149.5625,
2000-09-07,,,150.8437,
2000-09-08,,,149.8125,
2000-09-11,,,149.5937,
2000-09-12,,,148.5,
2000-09-13,,,148.8906,
2000-09-14,,,149.6406,
2000-09-15,,,146.0,
2000-09-18,,,144.6562,
2000-09-19,,,145.9687,
2000-09-20,,,144.8906,
2000-09-21,,,142.6875,
2000-09-22,,,145.2812,
2000-09-25,,,144.25,
2000-09-26,,,142.4062,
2000-09-27,,,143.1562,
2000-09-28,,,145.0,
2000-09-29,,,143.625,
2000-10-02,,,143.8437,
2000-10-03,,,142.5,
2000-10-04,,,143.6875,
2000-10-05,,,144.1875,
2000-10-06,,,141.0625,
2000-10-09,,,140.0,
2000-10-10,,,137.6875,
2000-10-11,,,136.5312,
2000-10-12,,,133.125,
2000-10-13,,,137.5625,
2000-10-16,,,138.1875,
2000-10-17,,,134.75,
2000-10-18,,,134.25,
2000-10-19,,,139.3125,
2000-10-20,,,139.9062,
2000-10-23,,,140.5312,
2000-10-24,,,139.5937,
2000-10-25,,,136.3125,
2000-10-26,,,136.6875,
2000-10-27,,,139.2812,
2000-10-30,,,140.5312,
2000-10-31,,,142.9531,
2000-11-01,,,142.4687,
2000-11-02,,,142.7031,
2000-11-03,,,142.7812,
2000-11-06,,,143.7812,
2000-11-07,,,143.75,
2000-11-08,,,140.5625,
2000-11-09,,,140.0312,
2000-11-10,,,136.625,
2000-11-13,,,135.5625,
2000-11-14,,,139.125,
2000-11-15,,,139.5625,
2000-11-16,,,137.375,
2000-11-17,,,136.6406,
2000-11-20,,,134.6875,
2000-11-21,,,135.375,
2000-11-22,,,132.1406,
2000-11-24,,,134.8437,
2000-11-27,,,136.0312,
2000-11-28,,,133.6875,
2000-11-29,,,133.4375,
2000-11-30,,,132.2812,
2000-12-01,,,132.2187,
2000-12-04,,,133.3437,
2000-12-05,,,137.7187,
2000-12-06,,,135.5156,
2000-12-07,,,133.6562,
2000-12-08,,,133.9687,
2000-12-11,,,138.625,
2000-12-12,,,138.0312,
2000-12-13,,,136.1406,
2000-12-14,,,134.4062,
2000-12-15,,,130.9687,
2000-12-18,,,132.7187,
2000-12-19,,,130.0156,
2000-12-20,,,126.25,
2000-12-21,,,127.125,
2000-12-22,,,130.9375,
2000-12-26,,,132.3437,
2000-12-27,,,133.3125,
2000-12-28,,,133.7187,
2000-12-29,,,131.1875,
2001-01-02,,,128.8125,
2001-01-03,,,135.0,
2001-01-04,,,133.5468,
2001-01-05,,,129.1875,
2001-01-08,,,130.1875,
2001-01-09,,,129.8437,
2001-01-10,,,132.125,
2001-01-11,,,132.25,
2001-01-12,,,132.0,
2001-01-16,,,132.8437,
2001-01-17,,,133.4531,
2001-01-18,,,134.7812,
2001-01-19,,,134.0156,
2001-01-22,,,134.9062,
2001-01-23,,,135.9687,
2001-01-24,,,136.375,
2001-01-25,,,136.0312,
2001-01-26,,,135.875,
2001-01-29,,,136.6,
2001-01-30,,,137.8,
2001-01-31,,,137.02,
2001-02-01,,,137.93,
2001-02-02,,,134.8,
2001-02-05,,,135.79,
2001-02-06,,,135.39,
2001-02-07,,,134.69,
2001-02-08,,,133.12,
2001-02-09,,,131.84,
2001-02-12,,,133.35,
2001-02-13,,,132.26,
2001-02-14,,,132.06,
2001-02-15,,,133.34,
2001-02-16,,,130.4,
2001-02-20,,,128.39,
2001-02-21,,,125.62,
2001-02-22,,,125.81,
2001-02-23,,,124.96,
2001-02-26,,,127.62,
2001-02-27,,,126.44,
2001-02-28,,,123.95,
2001-03-01,,,124.6,
2001-03-02,,,123.61,
2001-03-05,,,124.74,
2001-03-06,,,126.08,
2001-03-07,,,126.98,
2001-03-08,,,127.12,
2001-03-09,,,123.36,
2001-03-12,,,118.08,
2001-03-13,,,120.02,
2001-03-14,,,117.65,
2001-03-15,,,117.68,
2001-03-16,,,115.01,
2001-03-19,,,117.35,
2001-03-20,,,114.2,
2001-03-21,,,112.26,
2001-03-22,,,111.12,
2001-03-23,,,114.48,
2001-03-26,,,115.94,
2001-03-27,,,118.31,
2001-03-28,,,115.04,
2001-03-29,,,115.48,
2001-03-30,,,116.69,
2001-04-02,,,114.2,
2001-04-03,,,110.39,
2001-04-04,,,110.85,
2001-04-05,,,115.05,
2001-04-06,,,113.3,
2001-04-09,,,114.56,
2001-04-10,,,116.65,
2001-04-11,,,116.73,
2001-04-12,,,118.85,
2001-04-16,,,117.6,
2001-04-17,,,119.26,
2001-04-18,,,124.0,
2001-04-19,,,125.65,
2001-04-20,,,124.5,
2001-04-23,,,122.24,
2001-04-24,,,121.58,
2001-04-25,,,123.17,
2001-04-26,,,123.72,
2001-04-27,,,125.78,
2001-04-30,,,126.66,
2001-05-01,,,127.05,
2001-05-02,,,126.82,
2001-05-03,,,125.21,
2001-05-04,,,127.34,
2001-05-07,,,126.24,
2001-05-08,,,126.18,
2001-05-09,,,125.65,
2001-05-10,,,126.02,
2001-05-11,,,125.15,
2001-05-14,,,125.4,
2001-05-15,,,125.98,
2001-05-16,,,128.95,
2001-05-17,,,129.15,
2001-05-18,,,129.74,
2001-05-21,,,131.65,
2001-05-22,,,131.48,
2001-05-23,,,129.25,
2001-05-24,,,129.63,
2001-05-25,,,128.1,
2001-05-29,,,127.08,
2001-05-30,,,125.3,
2001-05-31,114.8,,125.95,
2001-06-01,115.6,,126.73,
2001-06-04,116.1,,127.34,
2001-06-05,117.8,,128.8,
2001-06-06,116.8,,127.73,
2001-06-07,117.4,,128.19,
2001-06-08,116.4,,127.0,
2001-06-11,115.2,,126.1,
2001-06-12,115.3,,125.88,
2001-06-13,114.2,,124.8,
2001-06-14,111.6,,122.0,
2001-06-15,111.3,,121.85,
2001-06-18,110.6,,121.26,
2001-06-19,110.9,,121.79,
2001-06-20,112.1,,122.43,
2001-06-21,113.0,,123.82,
2001-06-22,112.3,,122.85,
2001-06-25,111.3,,121.72,
2001-06-26,111.0,,121.55,
2001-06-27,111.0,,121.48,
2001-06-28,112.4,,122.15,
2001-06-29,113.0,,122.6,
2001-07-02,113.3,,124.13,
2001-07-03,113.2,,124.1,
2001-07-05,112.0,,121.68,
2001-07-06,109.0,,119.05,
2001-07-09,109.7,,119.7,
2001-07-10,108.3,,118.26,
2001-07-11,108.4,,118.38,
2001-07-12,111.0,,121.19,
2001-07-13,111.5,,122.24,
2001-07-16,110.2,,120.71,
2001-07-17,111.5,,121.84,
2001-07-18,110.3,,121.01,
2001-07-19,111.0,,122.07,
2001-07-20,111.0,,121.34,
2001-07-23,109.1,,118.95,
2001-07-24,107.5,,117.8,
2001-07-25,108.9,,119.1,
2001-07-26,110.3,,120.35,
2001-07-27,110.5,,120.81,
2001-07-30,110.4,,120.85,
2001-07-31,110.8,,121.35,
2001-08-01,111.3,,122.11,
2001-08-02,111.7,,122.61,
2001-08-03,111.3,,121.94,
2001-08-06,110.0,,120.3,
2001-08-07,110.2,,120.77,
2001-08-08,108.2,,118.53,
2001-08-09,108.5,,118.88,
2001-08-10,109.0,,119.29,
2001-08-13,109.2,,119.32,
2001-08-14,108.9,,119.27,
2001-08-15,108.0,,118.24,
2001-08-16,108.3,,118.65,
2001-08-17,106.7,,116.75,
2001-08-20,107.4,,117.83,
2001-08-21,105.9,,115.82,
2001-08-22,106.9,,117.02,
2001-08-23,106.7,,116.6,
2001-08-24,108.7,,119.02,
2001-08-27,108.3,,118.31,
2001-08-28,106.5,,116.58,
2001-08-29,105.5,,115.54,
2001-08-30,103.9,,113.32,
2001-08-31,104.4,,114.15,
2001-09-04,103.8,,113.42,
2001-09-05,103.7,,113.7,
2001-09-06,101.6,,110.77,
2001-09-07,99.5,,108.72,
2001-09-10,100.3,,110.05,
2001-09-17,95.49,,104.3,
2001-09-18,94.27,,104.05,
2001-09-19,93.0,,101.95,
2001-09-20,90.0,,98.71,
2001-09-21,88.55,,97.28,
2001-09-24,91.39,,100.7,
2001-09-25,92.25,,101.75,
2001-09-26,91.54,,101.39,
2001-09-27,92.45,,102.27,
2001-09-28,94.95,,104.44,
2001-10-01,94.09,,104.27,
2001-10-02,95.25,,105.58,
2001-10-03,96.93,,107.35,
2001-10-04,97.25,,107.44,
2001-10-05,97.3,,107.23,
2001-10-08,96.65,,106.53,
2001-10-09,96.01,,105.96,
2001-10-10,98.29,,108.32,
2001-10-11,100.1,,110.0,
2001-10-12,99.33,,109.5,
2001-10-15,99.47,,109.3,
2001-10-16,100.0,,109.99,
2001-10-17,98.0,,107.65,
2001-10-18,97.49,,107.42,
2001-10-19,97.76,,107.35,
2001-10-22,99.22,,109.47,
2001-10-23,98.85,,108.91,
2001-10-24,98.8,,108.62,
2001-10-25,100.2,,110.57,
2001-10-26,100.7,,110.32,
2001-10-29,98.4,,107.45,
2001-10-30,96.78,,106.16,
2001-10-31,96.9,,105.8,
2001-11-01,98.94,,108.51,
2001-11-02,99.1,,109.25,
2001-11-05,100.5,,110.68,
2001-11-06,102.0,,112.4,
2001-11-07,101.8,,112.25,
2001-11-08,101.9,,112.6,
2001-11-09,102.1,,112.72,
2001-11-12,101.9,,112.03,
2001-11-13,103.7,,114.55,
2001-11-14,104.3,,114.66,
2001-11-15,104.0,,114.87,
2001-11-16,104.0,,114.36,
2001-11-19,105.0,,115.77,
2001-11-20,104.3,,114.8,
2001-11-21,103.6,,114.04,
2001-11-23,104.9,,115.68,
2001-11-26,105.6,,115.93,
2001-11-27,105.3,,115.43,
2001-11-28,103.0,,113.34,
2001-11-29,104.6,,114.87,
2001-11-30,104.3,,114.05,
2001-12-03,103.6,,113.37,
2001-12-04,104.9,,115.29,
2001-12-05,107.5,,117.4,
2001-12-06,107.3,,117.34,
2001-12-07,107.1,,116.56,
2001-12-10,105.1,,114.38,
2001-12-11,104.8,,114.15,
2001-12-12,104.7,,114.28,
2001-12-13,103.2,,112.06,
2001-12-14,103.6,,113.13,
2001-12-17,104.4,,114.3,
2001-12-18,105.5,,114.98,
2001-12-19,106.0,,115.79,
2001-12-20,105.0,,114.65,
2001-12-21,105.6,,114.95,
2001-12-24,105.4,,114.73,
2001-12-26,105.9,,115.36,
2001-12-27,106.5,,116.06,
2001-12-28,106.9,,116.0,
2001-12-31,105.4,,114.3,
2002-01-02,106.3,,115.53,
2002-01-03,107.4,,116.84,
2002-01-04,108.1,,117.62,
2002-01-07,107.4,,116.79,
2002-01-08,107.1,,116.52,
2002-01-09,106.7,,115.57,
2002-01-10,106.7,,116.08,
2002-01-11,105.8,,114.94,
2002-01-14,104.9,,114.22,
2002-01-15,105.7,,115.15,
2002-01-16,103.9,,112.82,
2002-01-17,105.0,,113.67,
2002-01-18,104.0,,113.15,
2002-01-22,103.2,,112.37,
2002-01-23,104.1,,113.23,
2002-01-24,104.6,,113.58,
2002-01-25,104.7,,113.55,
2002-01-28,104.6,,113.86,
2002-01-29,102.0,,110.28,
2002-01-30,103.0,,111.87,
2002-01-31,104.5,,113.18,
2002-02-01,103.9,,112.65,
2002-02-04,101.4,,109.85,
2002-02-05,101.0,,109.17,
2002-02-06,100.3,,108.7,
2002-02-07,99.9,,108.02,
2002-02-08,101.3,,110.09,
2002-02-11,102.7,,111.44,
2002-02-12,102.5,,111.09,
2002-02-13,103.4,,112.27,
2002-02-14,103.3,,112.06,
2002-02-15,102.2,,110.89,
2002-02-19,100.3,,108.76,
2002-02-20,101.5,,110.59,
2002-02-21,99.9,,108.3,
2002-02-22,100.6,,109.64,
2002-02-25,102.4,,111.45,
2002-02-26,102.8,,111.22,
2002-02-27,102.4,,111.65,
2002-02-28,102.6,,111.15,
2002-03-01,104.7,,113.74,
2002-03-04,106.7,,115.75,
2002-03-05,106.1,,115.38,
2002-03-06,107.6,,116.75,
2002-03-07,107.1,,116.5,
2002-03-08,107.9,,116.99,
2002-03-11,108.3,,117.24,
2002-03-12,108.1,,117.17,
2002-03-13,107.1,,116.04,
2002-03-14,107.0,,115.88,
2002-03-15,107.9,,116.65,
2002-03-18,108.0,,116.67,
2002-03-19,108.5,,117.45,
2002-03-20,106.8,,115.24,
2002-03-21,107.2,,115.29,
2002-03-22,106.8,,115.04,
2002-03-25,104.9,,113.61,
2002-03-26,105.6,,114.27,
2002-03-27,106.3,,114.57,
2002-03-28,106.1,,114.52,
2002-04-01,106.2,,114.57,
2002-04-02,105.5,,113.94,
2002-04-03,104.3,,113.14,
2002-04-04,104.7,,112.67,
2002-04-05,104.5,,112.69,
2002-04-08,104.8,,112.93,
2002-04-09,104.2,,112.14,
2002-04-10,105.4,,113.41,
2002-04-11,103.1,,110.59,
2002-04-12,103.9,,111.42,
2002-04-15,103.2,,110.57,
2002-04-16,105.4,,113.2,
2002-04-17,105.2,,112.96,
2002-04-18,105.1,,112.47,
2002-04-19,105.2,,112.88,
2002-04-22,103.7,,111.0,
2002-04-23,103.1,,110.52,
2002-04-24,102.3,,109.41,
2002-04-25,102.5,,109.47,
2002-04-26,100.6,,107.39,
2002-04-29,100.1,,106.86,
2002-04-30,101.4,,107.86,
2002-05-01,102.2,,109.18,
2002-05-02,101.7,,108.76,
2002-05-03,100.8,,107.58,
2002-05-06,98.89,,105.47,
2002-05-07,98.44,,105.1,
2002-05-08,102.1,,109.01,
2002-05-09,100.7,,107.75,
2002-05-10,99.0,,105.72,
2002-05-13,100.9,,107.87,
2002-05-14,103.2,,110.22,
2002-05-15,102.6,,109.79,
2002-05-16,103.0,,110.36,
2002-05-17,103.7,,110.9,
2002-05-20,102.4,,109.7,
2002-05-21,101.1,,108.7,
2002-05-22,101.6,,108.94,
2002-05-23,102.6,,110.1,
2002-05-24,101.4,,108.69,
2002-05-28,100.8,,108.1,
2002-05-29,100.2,,107.3,
2002-05-30,99.93,,107.0,
2002-05-31,99.95,,107.22,
2002-06-03,97.5,,104.37,
2002-06-04,97.35,,104.63,
2002-06-05,98.42,,105.61,
2002-06-06,96.57,,103.46,
2002-06-07,96.71,,103.34,
2002-06-10,96.88,,103.74,
2002-06-11,95.24,,101.96,
2002-06-12,95.71,,102.58,
2002-06-13,94.7,,101.55,
2002-06-14,94.48,,101.4,
2002-06-17,97.2,,104.12,
2002-06-18,97.3,,104.97,
2002-06-19,95.79,,102.52,
2002-06-20,94.57,,101.21,
2002-06-21,93.01,,99.28,
2002-06-24,93.07,,99.8,
2002-06-25,91.36,,97.56,
2002-06-26,91.1,,97.72,
2002-06-27,92.63,,99.43,
2002-06-28,92.8,,98.96,
2002-07-01,90.48,,97.03,
2002-07-02,88.62,,94.97,
2002-07-03,89.06,,95.51,
2002-07-05,92.39,,99.31,
2002-07-08,90.98,,98.07,
2002-07-09,88.73,,95.6,
2002-07-10,86.02,,92.12,
2002-07-11,86.65,,92.87,
2002-07-12,86.45,,91.85,
2002-07-15,85.6,,92.34,
2002-07-16,84.52,,90.56,
2002-07-17,84.97,,90.74,
2002-07-18,82.47,,87.8,
2002-07-19,79.7,,84.71,
2002-07-22,77.42,,82.2,
2002-07-23,75.2,,79.95,
2002-07-24,79.6,,84.72,
2002-07-25,78.93,,84.0,
2002-07-26,80.0,,85.6,
2002-07-29,84.44,,89.77,
2002-07-30,84.86,,90.94,
2002-07-31,85.06,,91.16,
2002-08-01,82.88,,88.78,
2002-08-02,80.95,,86.79,
2002-08-05,78.25,,83.77,
2002-08-06,80.8,,86.59,
2002-08-07,82.07,,88.1,
2002-08-08,84.65,,90.95,
2002-08-09,84.8,,91.29,
2002-08-12,84.6,,90.62,
2002-08-13,82.75,,88.97,
2002-08-14,85.9,,92.22,
2002-08-15,86.8,,93.5,
2002-08-16,86.75,,93.22,
2002-08-19,88.84,,95.4,
2002-08-20,87.7,,94.39,
2002-08-21,88.99,,95.75,
2002-08-22,89.96,,96.68,
2002-08-23,88.15,,94.6,
2002-08-26,88.75,,95.26,
2002-08-27,87.31,,94.16,
2002-08-28,85.92,,92.1,
2002-08-29,86.0,,92.14,
2002-08-30,85.71,,91.78,
2002-09-03,82.37,,88.28,
2002-09-04,83.74,,89.54,
2002-09-05,82.7,,88.78,
2002-09-06,84.2,,90.0,
2002-09-09,84.86,,90.66,
2002-09-10,85.45,,91.7,
2002-09-11,85.35,,91.13,
2002-09-12,83.4,,89.45,
2002-09-13,83.6,,89.67,
2002-09-16,83.7,,89.89,
2002-09-17,82.18,,87.83,
2002-09-18,81.64,,86.95,
2002-09-19,79.54,,84.7,
2002-09-20,79.54,,84.35,
2002-09-23,78.69,,83.66,
2002-09-24,77.6,,82.31,
2002-09-25,79.14,,84.35,
2002-09-26,80.46,,85.73,
2002-09-27,78.01,,82.75,
2002-09-30,76.75,,81.79,
2002-10-01,79.63,,85.72,
2002-10-02,77.75,,83.15,
2002-10-03,76.9,,82.31,
2002-10-04,75.32,,80.8,
2002-10-07,73.7,,79.13,
2002-10-08,74.75,,80.37,
2002-10-09,72.8,,78.1,
2002-10-10,75.0,,80.63,
2002-10-11,78.23,,84.16,
2002-10-14,78.65,,84.63,
2002-10-15,82.15,,88.7,
2002-10-16,80.28,,86.55,
2002-10-17,82.04,,88.27,
2002-10-18,82.37,,88.64,
2002-10-21,83.85,,90.17,
2002-10-22,82.8,,89.52,
2002-10-23,83.35,,90.2,
2002-10-24,82.25,,88.36,
2002-10-25,83.84,,90.2,
2002-10-28,82.94,,89.61,
2002-10-29,82.3,,88.57,
2002-10-30,82.91,,89.43,
2002-10-31,82.5,,88.52,
2002-11-01,84.2,,90.27,
2002-11-04,84.74,,91.13,
2002-11-05,85.25,,91.85,
2002-11-06,86.4,,93.04,
2002-11-07,84.4,,90.76,
2002-11-08,83.4,,89.65,
2002-11-11,81.95,,88.26,
2002-11-12,82.34,,88.96,
2002-11-13,82.5,,89.05,
2002-11-14,84.47,,90.73,
2002-11-15,85.0,,91.4,
2002-11-18,84.22,,90.48,
2002-11-19,83.93,,90.36,
2002-11-20,85.54,,92.37,
2002-11-21,87.29,,94.09,
2002-11-22,87.1,,93.42,
2002-11-25,87.25,,93.48,
2002-11-26,85.6,,91.7,
2002-11-27,88.0,,94.28,
2002-11-29,87.45,,93.98,
2002-12-02,87.73,,94.13,
2002-12-03,86.35,,92.87,
2002-12-04,86.12,,92.45,
2002-12-05,85.15,,91.43,
2002-12-06,85.52,,92.03,
2002-12-09,83.5,,89.5,
2002-12-10,84.95,,90.7,
2002-12-11,85.1,,90.78,
2002-12-12,84.8,,90.77,
2002-12-13,83.5,,89.34,
2002-12-16,85.5,,91.65,
2002-12-17,84.82,,90.85,
2002-12-18,83.61,,89.8,
2002-12-19,83.1,,89.16,
2002-12-20,84.07,,89.99,
2002-12-23,83.71,,90.02,
2002-12-24,83.31,,89.35,
2002-12-26,83.4,,89.39,
2002-12-27,82.0,,87.38,
2002-12-30,82.45,,88.11,
2002-12-31,82.63,,88.23,
2003-01-02,85.0,,91.07,
2003-01-03,84.95,,91.35,
2003-01-06,86.79,,92.96,
2003-01-07,86.16,,92.73,
2003-01-08,85.08,,91.39,
2003-01-09,86.4,,92.81,
2003-01-10,86.64,,93.06,
2003-01-13,86.56,,93.03,
2003-01-14,86.95,,93.33,
2003-01-15,86.1,,92.4,
2003-01-16,85.85,,92.02,
2003-01-17,84.6,,90.66,
2003-01-21,83.15,,89.25,
2003-01-22,82.3,,88.17,
2003-01-23,82.85,,88.71,
2003-01-24,80.97,,86.38,
2003-01-27,79.46,,85.2,
2003-01-28,80.2,,85.83,
2003-01-29,80.2,,86.48,
2003-01-30,79.05,,84.43,
2003-01-31,80.34,,86.06,
2003-02-03,80.64,,86.23,
2003-02-04,81.0,,85.38,
2003-02-05,79.4,,84.85,
2003-02-06,78.67,,84.45,
2003-02-07,77.9,,83.42,
2003-02-10,78.53,,84.01,
2003-02-11,77.95,,83.43,
2003-02-12,76.9,,82.1,
2003-02-13,76.78,,82.35,
2003-02-14,78.08,,84.15,
2003-02-18,79.87,,85.63,
2003-02-19,79.23,,85.18,
2003-02-20,78.6,,84.33,
2003-02-21,79.66,,85.18,
2003-02-24,78.05,,83.8,
2003-02-25,78.99,,84.47,
2003-02-26,77.91,,83.24,
2003-02-27,78.81,,84.34,
2003-02-28,79.1,,84.9,
2003-03-03,78.51,,84.09,
2003-03-04,77.4,,82.75,
2003-03-05,77.87,,83.45,
2003-03-06,77.45,,82.75,
2003-03-07,77.99,,83.32,
2003-03-10,76.09,,81.32,
2003-03-11,75.48,,80.52,
2003-03-12,75.75,,81.06,
2003-03-13,78.3,,83.86,
2003-03-14,78.6,,84.13,
2003-03-17,80.8,,86.78,
2003-03-18,81.53,,87.29,
2003-03-19,81.85,,87.96,
2003-03-20,82.25,,88.15,
2003-03-21,84.0,,89.67,
2003-03-24,81.15,,86.69,
2003-03-25,82.11,,87.52,
2003-03-26,81.71,,87.08,
2003-03-27,81.55,,87.15,
2003-03-28,81.16,,86.71,
2003-03-31,79.4,,84.74,
2003-04-01,80.55,,86.04,
2003-04-02,82.4,,88.12,
2003-04-03,82.0,,87.7,
2003-04-04,82.29,,88.22,
2003-04-07,82.3,,88.05,
2003-04-08,82.25,,88.19,
2003-04-09,81.3,,87.03,
2003-04-10,81.73,,87.51,
2003-04-11,81.39,,87.15,
2003-04-14,83.08,,88.95,
2003-04-15,83.62,,89.78,
2003-04-16,82.51,,88.25,
2003-04-17,83.79,,89.56,
2003-04-21,83.77,,89.65,
2003-04-22,85.48,,91.34,
2003-04-23,86.2,,92.18,
2003-04-24,85.51,,91.36,
2003-04-25,84.33,,90.23,
2003-04-28,85.82,,91.79,
2003-04-29,86.1,,92.11,
2003-04-30,86.24,,91.91,
2003-05-01,86.14,,91.9,
